"academic use only"

"corpus","preloaded/ententen20_tt31_1"
"subcorpus","-"
"concordance size","16613"
"query","Query:[tag= ""VB.*""] [tag=""RB""]? [tag = ""VVN"" & lemma = ""stain""] [tag=""IN""] within < s/>;Shuffle:"
"Reference","Left","KWIC","Right"
"antimatrix.org","for the terrorists and two third class cars reserved for the victims. </s><s> In the later the executions took place. </s><s> The floors","were stained with","blood. </s><s> The corpses were thrown from the windows while Szamuelly sat at his dainty little writing table, in the saloon"
"wikipedia.org","on the basis of charge. </s><s> In the second dimension, proteins are separated by molecular weight using SDS-PAGE. </s><s> The gel","is stained with","Coomassie Brilliant Blue or silver to visualize the proteins. </s><s> Spots on the gel are proteins that have migrated to"
"abcam.com","for these type of studies. </s><s> TMRE - Mitochondrial membrane potential assay kit (ab113852): HeLa (A) and Jurkat cells (B)","were stained with","200 nm TMRE for 20 minutes and immediately imaged. </s><s> Cytochrome C release </s><s> The collapse of the ΔΨm is a fairly catastrophic"
"ku.edu",", Locally it contains concentric-weathering ferruginous concretions as much as 0.6 foot in diameter. </s><s> Bedding planes","are markedly stained by","limonite. </s><s> The weathered outcrop is light olive gray mottled with pale to moderate yellowish brown. </s><s> The Willard Shale"
"kjim.org","condon 249, AGG-CGG (Arg-Arg). </s><s> In three cases, which did not show the mobility shift in PCR-SSCP, the p53 gene products","were clearly stained by","immunohistochemical staining. </s><s> The exact mechanism by which this discrepancy develops is not clear at present. </s>"
"tertullian.org","without the slightest reason on his innocent child under his very eyes, so that he never saw his cheeks without their","being stained with","the dirty marks of tears. </s><s> And though the child was treated thus day after day before his eyes, yet still out of love for"
"esspc-ebooks.com","of hideous men -- and of beautiful, savage women, over whom reigned La, high priestess of the Flaming God. </s><s> Its altars","were stained with","the blood of many sacrifices. </s><s> Unheeding of the dangers, Tarzan led a band of savage warriors toward the ancient crypts"
"writewellgroup.com","his fellow friends, the while they wandered by those lonely haunts, Actaeon of Hyantis kindly thus; ""Our nets and steel","are stained with","slaughtered game, the day has filled its complement of sport; now, when Aurora in her saffron car brings back the light"
"wbai.net","who have demonstrated a strong and effective commitment to productive work for the Foundation, and should not","be stained by","any intemperate remarks or inferred accusations attributed to me. </s><s> While I also regret there was no statement in the"
"labmanager.com","cells on the right were incorrectly stained (''False Positive'') using a flawed IHC approach. </s><s> These cells on the right","were stained with","the same antibody used in the other two images (left and middle), but with a slightly different procedureCREDIT:"
"neopets.com",". </s><s> Within a short amount of time, once living bodies lay among the scattered bits of discolored bone. </s><s> The green fields","were soon stained with","blood. </s><s> Anshi and Lana were fighting side by side against the vile beings. </s><s> They kept close to each other and watched out"
"tourism.net.nz",". </s><s> This layer of fresh water on salt water gives rise to a distinctive eco system and changes the colour of the sound as it","is stained with","tannins from the decaying leaves to become a strong tea colour. </s><s> The discovery of the 1,140 metre high Mackinnon Pass in"
"diacomp.org","or absence of 500ng/mL of either one of the WT, T148A or T148D recombinant proteins. </s><s> Following treatments, cells","were immunohistochemically stained for","RNA-binding protein with multiple splicing (RBPMS), a specific RGC cellular marker, along with terminal"
"ashpublications.org","(Fisher Scientific) for 24 hours at room temperature, followed by an overnight rinse in water. 10-μm sections","were stained with","hematoxylin and eosin (H&E) and observed by a model DMRE compound microscope (Leica). </s><s> All sections were imaged with a"
"advbiores.net","of 15 patients underwent serial section with 100 ̈́m interval. </s><s> In each level, two sections were prepared. </s><s> One section","was stained with","H&E and another with anti-cytokeratin antibody (immunohistochemistry). </s><s> Then the sections were evaluated for"
"jci.org","of specialized cells, such as adipocytes, β cells, and skeletal muscle. </s><s> Authors </s><s> Figure 4 various cell lines","were stained with","anti-α3(V) or anti-α1(V) antibodies or with anti–α-tubulin (α-Tub)show areas of colocalization for α3(V) and"
"christian-gospel.info","reminder of the fact. </s><s> The blood will not be shed again, but it will be remembered for all eternity. </s><s> Notice that the skins","are not stained with","actual blood, for that tells of judgement, Isaiah 63:1-6. </s><s> They are dyed with that which tells of the work of Christ in"
"plantphysiol.org","or GA2ox1pro:GUS construct. </s><s> The roots carrying GA20ox2pro:GUS (A and B), GA20ox1pro:GUS (C), and GA2ox1pro:GUS (D)","were stained with","5-bromo-4-chloro-3-indolyl-β-glucuronic acid (BF, bright-field images); AM fungal structures were stained with"
"bassettbranches.org","which was tucked carefully away under the commode. </s><s> The large blade, which bore evidence of a recent whetting,","was stained with","blood. </s><s> Constable Trombly also brought in the bloody ax, a hatchet and a hammer which he found concealed in the house. </s><s> The"
"jci.org","of fracture healing were examined in tissue sections obtained from mice 7, 14, and 21 days after fracture. </s><s> Sections","were stained with","alcian blue and hematoxylin to distinguish cartilage, newly formed woven bone, and lamellar bone and confirmed a"
"justia.com","CD14+ monocyte concentrations in the chip effluent using flow cytometry and fluorescence microscopy. </s><s> Monocytes","are stained with","anti-CD14 Alexa Fluor 647 for identification. </s><s> By measuring cells that pass through the chip, the capture efficiency"
"kipkis.com","cuticles if you don''t have a manicure stick. </s><s> Apply a clear base coat. </s><s> Paint on a clear base coat to protect your nails from","being stained by","the color in colored nail polishes.[ </s><s> 2] A clear base helps to extend your manicure by making chips in the polish less"
"gutenberg.net.au","him and would marry him, her small white hand, which had the subtle fragrance of tulips, would be placed in one which","was deeply stained with","blood. </s><s> Poor young vixen, with the sharp tongue that knew how to hurt and the blue eyes that could probe a wound like steel! </s>"
"plantphysiol.org","exhibited root tip damage within 90 min of exposure to a pH 4.7 solution containing 200 μm CaCl2; the damaged cells","were stained by","propidium iodide that penetrated the damaged PM and monitored by red fluorescence (Fig. 5). </s><s> Most of the root tips from"
"wildyorkshire.co.uk","planks but then we spotted the cork which I much prefer because it is what it''s appears to be: a natural material. </s><s> It","''s lightly stained in","a colourway marketed as ''Tea'' (which has just been discontinued by Wincanders, see link below). </s><s> Tea and cork; that sums"
"californiascapitol.com","notions. </s><s> ""Few about him were governed by his high, pure principles. </s><s> He felt as though the honor of his office might","be stained whilst","in his hands and he strove to arrest it but he miscalculated the strength of his adversaries. </s><s> He is now powerless for the"
"zetnet.co.uk","army of Prince Charles Edward Stuart </s><s> ""Oh! </s><s> Drumossie, thy bleak moor shall, ere many generations have passed away,","be stained with","the best blood of the Highlands. </s><s> Glad I am that I will not see that day, for it will be a fearful period: heads will be lopped"
"freepatentsonline.com","has generally a sublimation property, when a large amount of the ultraviolet absorber is added, a mirror-surface mold","is stained by","the sublimation of the ultraviolet absorber in injection-molding of a polycarbonate resin, thereby greatly"
"alhourriah.org","I find online, using charcoal pencil,"" she explained. </s><s> ""Then, I color them in with my fingers,"" she added. </s><s> ""My fingers","are always stained with","color now, but I don''t mind -- in fact, I like it."" </s><s> ""Here I express the idea that we will never abandon our homeland; that --"
"archiveofourown.org","for the trajedy that struck. </s><s> No one knew that soon, the sky would fill with thick black smoke and the ground would","be stained with","red. </s><s> Summary </s><s> Yorktown Hall Resident Assistant George Washington starts a group chat with his new freshman residents"
"supertopo.com","noradrenaline. </s><s> Sympathetic nerves in the vascular wall were stained with glyoxylic acid. </s><s> Vascular ring segments","were stained with","haematoxylin and eosin. </s><s> RESULTS: Following slow thawing, the total uptake, the K+ evoked and the spontaneous release"
"arvojournals.org","(Brn-3a), macroglia (GFAP), Müller cells (vimentin), microglia (Iba1), and bipolar cells (PKCα). </s><s> Optic nerves (ON)","were also stained with","GFAP and Iba1. </s><s> Additionally, ON sections were stained with HE, to evaluate the inflammatory cell infiltration, and"
"fsu.edu",") mouse monoclonal antibodies followed by goat anti-mouse Fab fragments conjugated to Cy2. </s><s> In addition, the specimen","was stained with","MitoTracker Red CMXRos and Hoechst 33258 to label the mitochondrial network and nuclei, respectively. </s><s> DsRed"
"storylover.us",". </s><s> Dave thought fleetingly that Nick must be the only person in the world who still looked beautiful even when his cheeks","were stained with","tears and his upper lip coated in snot. </s><s> They didn''t talk about the note, but Dave could imagine how it had made Nick feel. </s>"
"jove.com","pre-isolation sample analyzed using a X 20 / 0.75 oil immersion objective and standard confocal microscope. </s><s> DNA","is stained with","DAPI (blue), and EGFP::KASH tagged glial nuclei are shown in green (marked by arrows). </s><s> Scale bar, 50 μm. </s><s> (B)"
"wikipedia.org","of the wheel, the wagon and the first forms of metallurgy. </s><s> Alpine rock art began to develop in this period. </s><s> Rocks","were stained with","celestial symbols, animals, weapons, depictions of plowing, chains of human-beings and other signs. </s><s> Although the"
"sciforschenonline.org","EGFR is over-expressed in many cancers. </s><s> Nakane and coworkers [53] reported most KPL-4 cells (breast cancer cells)","were stained by","the anti-HER2 antibody conjugated PbS QDs, whereas only very weak fluorescence signals were observed when stained"
"jci.org","in 10% formalin or flash-frozen in liquid nitrogen as previously described (19, 26). </s><s> Paraffin-embedded sections","were stained with","PAS reagent (Thermo Fisher Scientific) to identify filled GCs. </s><s> IHC was performed to detect IL-12+ cells in the"
"storiesofarda.com","banish you from my thoughts forever. </s><s> But I could not do it. </s><s> If you shed blood at Alqualondë, I did as well, and our hands","are equally stained in","that regard. </s><s> And it was our choice to cross the ice . . . just as it was your choice that I sever your hand, I suppose. </s>"
